Site,Year,Sex,Survival,SVL (mm),Mass (g),Log10 SVL,Log10 Mass,Ln SVL,Ln Mass,Ri Condition,Mi Condition,Std SVL,Std Mass,Std Ri Condition,Std Mi Condition,Relative W
Nightmare Cay,2006,m,0,59.5,4.5,1.774516966,0.740362689,4.085976313,1.504077397,-0.051801361,4.017272789,0.471468662,-0.255474453,-1.370406378,-1.375697447,0
Nightmare Cay,2006,m,1,60,5,1.77815125,0.77815125,4.094344562,1.609437912,-0.022683478,4.342349233,0.588400374,0.200729927,-0.600092011,-0.731981717,3.03030303
Nightmare Cay,2006,m,0,60,5.6,1.77815125,0.819543936,4.094344562,1.722766598,0.018709207,4.863431141,0.588400374,0.748175182,0.49495257,0.299863645,0
Nightmare Cay,2006,m,0,60,5.5,1.77815125,0.812913357,4.094344562,1.704748092,0.012078628,4.776584156,0.588400374,0.656934307,0.31954043,0.127889418,0
Nightmare Cay,2006,m,0,60,5.4,1.77815125,0.806179974,4.094344562,1.686398954,0.005345246,4.689737171,0.588400374,0.565693431,0.141408614,-0.044084809,0
Nightmare Cay,2006,m,0,60,5.2,1.77815125,0.792391689,4.094344562,1.648658626,-0.008443039,4.516043202,0.588400374,0.383211679,-0.223360817,-0.388033263,0
Nightmare Cay,2006,m,0,60,5,1.77815125,0.77815125,4.094344562,1.609437912,-0.022683478,4.342349233,0.588400374,0.200729927,-0.600092011,-0.731981717,0
Nightmare Cay,2006,m,0,60.5,5.9,1.781755375,0.838849091,4.102643365,1.774952351,0.029415641,4.985881803,0.705332086,1.02189781,0.778191567,0.542340205,0
Nightmare Cay,2006,m,1,60.5,5.6,1.781755375,0.819543936,4.102643365,1.722766598,0.010110486,4.73236239,0.705332086,0.748175182,0.267473176,0.040321564,3.03030303
Nightmare Cay,2006,m,0,60.5,5.4,1.781755375,0.806179974,4.102643365,1.686398954,-0.003253476,4.563349447,0.705332086,0.565693431,-0.086070781,-0.29435753,0
Nightmare Cay,2006,m,0,61,5.1,1.785329835,0.785329835,4.110873864,1.62924054,-0.032631563,4.19462383,0.822263798,0.291970803,-0.863268874,-1.024507268,0
Nightmare Cay,2006,m,0,61,6.2,1.785329835,0.857332496,4.110873864,1.824549292,0.039371098,5.099346616,0.822263798,1.295620438,1.041563438,0.767023003,0
Nightmare Cay,2006,m,0,61,5.8,1.785329835,0.832508913,4.110873864,1.757857918,0.014547514,4.770356512,0.822263798,0.930656934,0.384854874,0.11555745,0
Nightmare Cay,2006,m,1,61,4.2,1.785329835,0.716003344,4.110873864,1.435084525,-0.101958055,3.454396095,0.822263798,-0.52919708,-2.697303038,-2.490304762,3.03030303
Nightmare Cay,2006,m,1,61,5.8,1.785329835,0.832508913,4.110873864,1.757857918,0.014547514,4.770356512,0.822263798,0.930656934,0.384854874,0.11555745,3.03030303
Nightmare Cay,2006,m,1,61,5.6,1.785329835,0.819543936,4.110873864,1.722766598,0.001582537,4.60586146,0.822263798,0.748175182,0.04186606,-0.210175327,3.03030303
Nightmare Cay,2006,m,0,61,4.8,1.785329835,0.763427994,4.110873864,1.568615918,-0.054533405,3.947881251,0.822263798,0.018248175,-1.442682669,-1.513106433,0
Nightmare Cay,2006,m,0,62,7.1,1.792391689,0.908485019,4.127134385,1.960094784,0.073675445,5.535203184,1.056127222,2.116788321,1.949085851,1.630105314,0
Nightmare Cay,2006,m,1,62,6.6,1.792391689,0.880813592,4.127134385,1.887069649,0.046004019,5.145400143,1.056127222,1.660583942,1.217037528,0.858218104,3.03030303
Nightmare Cay,2006,m,0,62,5.5,1.792391689,0.812913357,4.127134385,1.704748092,-0.021896217,4.287833452,1.056127222,0.656934307,-0.579265002,-0.839933758,0
Nightmare Cay,2006,m,0,62,6,1.792391689,0.84509804,4.127134385,1.791759469,0.010288466,4.677636493,1.056127222,1.113138686,0.272181648,-0.068046548,0
Nightmare Cay,2006,m,1,62,5.3,1.792391689,0.799340549,4.127134385,1.667706821,-0.035469024,4.131912236,1.056127222,0.474452555,-0.938333975,-1.148688642,3.03030303
Nightmare Cay,2006,m,0,62,5.4,1.792391689,0.806179974,4.127134385,1.686398954,-0.0286296,4.209872844,1.056127222,0.565693431,-0.757396819,-0.9943112,0
Nightmare Cay,2006,m,0,62,5.7,1.792391689,0.826074803,4.127134385,1.740466175,-0.008734771,4.443754669,1.056127222,0.839416058,-0.231078599,-0.531178874,0
Nightmare Cay,2006,m,1,62,7,1.792391689,0.903089987,4.127134385,1.945910149,0.068280413,5.457242576,1.056127222,2.025547445,1.806360139,1.475727872,3.03030303
Nightmare Cay,2006,m,0,62.5,4.7,1.795880017,0.755874856,4.135166557,1.547562509,-0.087257172,3.568531226,1.173058934,-0.072992701,-2.308390794,-2.264294602,0
Nightmare Cay,2006,m,1,62.5,6.8,1.795880017,0.892094603,4.135166557,1.916922612,0.048962575,5.162981348,1.173058934,1.843065693,1.295306217,0.893032373,3.03030303
Nightmare Cay,2006,m,0,63,6.3,1.799340549,0.86332286,4.143134726,1.840549633,0.011934694,4.659508638,1.289990645,1.386861314,0.315732633,-0.103943292,0
Nightmare Cay,2006,m,1,63.5,6.2,1.802773725,0.857332496,4.151039906,1.824549292,-0.002246542,4.467753939,1.406922357,1.295620438,-0.05943234,-0.483655567,3.03030303
Nightmare Cay,2006,m,1,64.5,6.9,1.809559715,0.897627091,4.166665224,1.931521412,0.021858036,4.722882823,1.640785781,1.934306569,0.578254929,0.021550145,3.03030303
Nightmare Cay,2006,m,0,65.5,5.7,1.8162413,0.826074803,4.182050143,1.740466175,-0.065635181,3.708831959,1.874649205,0.839416058,-1.736380457,-1.986471368,0
Nightmare Cay,2009,m,1,47,2.1,1.672097858,0.491361694,3.850147602,0.741937345,-0.00112664,4.074757867,-2.749490835,-2.148648649,-0.03044973,-0.418916596,2.666666667
Nightmare Cay,2009,m,1,49,2.2,1.69019608,0.505149978,3.891820298,0.78845736,-0.033643897,3.971981167,-2.240325866,-2.052123552,-0.909294514,-0.633930614,2.666666667
Nightmare Cay,2009,m,0,50,3.2,1.698970004,0.62324929,3.912023005,1.16315081,0.062006728,5.37464954,-1.985743381,-1.086872587,1.675857522,2.30052205,0
Nightmare Cay,2009,m,0,50,2.8,1.698970004,0.579783597,3.912023005,1.029619417,0.018541035,4.702818347,-1.985743381,-1.472972973,0.501109043,0.895017463,0
Nightmare Cay,2009,m,0,50.5,3.6,1.703291378,0.662757832,3.921973336,1.280933845,0.090458739,5.835057221,-1.858452138,-0.700772201,2.444830776,3.263718035,0
Nightmare Cay,2009,m,0,51,3.4,1.707570176,0.643452676,3.931825633,1.223775432,0.060205986,5.320056874,-1.731160896,-0.893822394,1.6271888,2.186311453,0
Nightmare Cay,2009,m,1,51,2.9,1.707570176,0.591064607,3.931825633,1.064710737,0.007817916,4.537695569,-1.731160896,-1.376447876,0.211295032,0.549572321,2.666666667
Nightmare Cay,2009,m,0,52,2.6,1.716003344,0.556302501,3.951243719,0.955511445,-0.048521027,3.795292619,-1.476578411,-1.666023166,-1.311379108,-1.003571927,0
Nightmare Cay,2009,m,0,52,2.8,1.716003344,0.579783597,3.951243719,1.029619417,-0.025039931,4.087238205,-1.476578411,-1.472972973,-0.676754892,-0.392807103,0
Nightmare Cay,2009,m,1,52,2.2,1.716003344,0.505149978,3.951243719,0.78845736,-0.09967355,3.211401447,-1.476578411,-2.052123552,-2.69387973,-2.225101576,2.666666667
Nightmare Cay,2009,m,1,53,3.1,1.72427587,0.612783857,3.970291914,1.131402111,-0.013205496,4.227102572,-1.221995927,-1.183397683,-0.356905297,-0.100203823,2.666666667
Nightmare Cay,2009,m,0,53.5,2.9,1.728353782,0.591064607,3.979681654,1.064710737,-0.045358364,3.8237756,-1.094704684,-1.376447876,-1.22590173,-0.943984099,0
Nightmare Cay,2009,m,0,53.5,3.3,1.728353782,0.633468456,3.979681654,1.193922468,-0.002954515,4.351192925,-1.094704684,-0.99034749,-0.079851757,0.159399424,0
Nightmare Cay,2009,m,0,54,3.8,1.73239376,0.681241237,3.988984047,1.335001067,0.034481707,4.846486371,-0.967413442,-0.507722008,0.931938014,1.195578182,0
Nightmare Cay,2009,m,0,54,3.1,1.73239376,0.612783857,3.988984047,1.131402111,-0.033975674,3.953712566,-0.967413442,-1.183397683,-0.918261459,-0.672149444,0
Nightmare Cay,2009,m,0,55,3.4,1.740362689,0.643452676,4.007333185,1.223775432,-0.023695907,4.06085474,-0.712830957,-0.893822394,-0.640429919,-0.448002635,0
Nightmare Cay,2009,m,0,55,3.9,1.740362689,0.69019608,4.007333185,1.360976553,0.023047497,4.658039261,-0.712830957,-0.411196911,0.622905311,0.801337366,0
Nightmare Cay,2009,m,1,55,4.2,1.740362689,0.716003344,4.007333185,1.435084525,0.04885476,5.016349973,-0.712830957,-0.121621622,1.320398922,1.550941367,2.666666667
Nightmare Cay,2009,m,0,55.5,4.1,1.744292983,0.707570176,4.016383021,1.410986974,0.030365667,4.740932086,-0.585539715,-0.218146718,0.8206937,0.974753319,0
Nightmare Cay,2009,m,0,55.5,3.3,1.744292983,0.633468456,4.016383021,1.193922468,-0.043736054,3.815872167,-0.585539715,-0.99034749,-1.182055514,-0.960518479,0
Nightmare Cay,2009,m,0,56,4.4,1.748188027,0.73239376,4.025351691,1.481604541,0.045223514,4.927197627,-0.458248473,0.071428571,1.222257135,1.364430182,0
Nightmare Cay,2009,m,0,56,4.6,1.748188027,0.748188027,4.025351691,1.526056303,0.061017781,5.151161155,-0.458248473,0.264478764,1.649129222,1.832973129,0
Nightmare Cay,2009,m,0,56,3.5,1.748188027,0.653212514,4.025351691,1.252762968,-0.033957732,3.919361749,-0.458248473,-0.797297297,-0.917776541,-0.744013078,0
Nightmare Cay,2009,m,1,56,3.7,1.748188027,0.672097858,4.025351691,1.30833282,-0.015072388,4.143325277,-0.458248473,-0.604247104,-0.407361838,-0.275470131,2.666666667
Nightmare Cay,2009,m,1,56,3.8,1.748188027,0.681241237,4.025351691,1.335001067,-0.005929008,4.255307041,-0.458248473,-0.507722008,-0.160243459,-0.041198658,2.666666667
Nightmare Cay,2009,m,0,56.5,4,1.752048448,0.698970004,4.034240638,1.386294361,0.001922607,4.339089134,-0.33095723,-0.314671815,0.051962359,0.134077685,0
Nightmare Cay,2009,m,0,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.033525166,4.730031501,-0.203665988,0.167953668,0.906085559,0.951948747,0
Nightmare Cay,2009,m,0,57,4,1.755874856,0.698970004,4.043051268,1.386294361,-0.007867519,4.204472445,-0.203665988,-0.314671815,-0.212635649,-0.147547185,0
Nightmare Cay,2009,m,0,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,0.000732652,4.309584257,-0.203665988,-0.218146718,0.019801414,0.072352001,0
Nightmare Cay,2009,m,0,57,3.3,1.755874856,0.633468456,4.043051268,1.193922468,-0.073369068,3.468689767,-0.203665988,-0.99034749,-1.982947784,-1.686841491,0
Nightmare Cay,2009,m,0,57,4,1.755874856,0.698970004,4.043051268,1.386294361,-0.007867519,4.204472445,-0.203665988,-0.314671815,-0.212635649,-0.147547185,0
Nightmare Cay,2009,m,0,57,3.5,1.755874856,0.653212514,4.043051268,1.252762968,-0.05362501,3.67891339,-0.203665988,-0.797297297,-1.449324595,-1.247043118,0
Nightmare Cay,2009,m,1,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.033525166,4.730031501,-0.203665988,0.167953668,0.906085559,0.951948747,2.666666667
Nightmare Cay,2009,m,1,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.033525166,4.730031501,-0.203665988,0.167953668,0.906085559,0.951948747,2.666666667
Nightmare Cay,2009,m,0,58,4.2,1.763427994,0.716003344,4.060443011,1.435084525,-0.010159401,4.14842493,0.050916497,-0.121621622,-0.274578405,-0.264801402,0
Nightmare Cay,2009,m,0,58,4.2,1.763427994,0.716003344,4.060443011,1.435084525,-0.010159401,4.14842493,0.050916497,-0.121621622,-0.274578405,-0.264801402,0
Nightmare Cay,2009,m,0,58,4.2,1.763427994,0.716003344,4.060443011,1.435084525,-0.010159401,4.14842493,0.050916497,-0.121621622,-0.274578405,-0.264801402,0
Nightmare Cay,2009,m,0,58.5,4.8,1.767155866,0.763427994,4.069026754,1.568615918,0.027727232,4.597699495,0.178207739,0.457528958,0.749384638,0.675103546,0
Nightmare Cay,2009,m,1,58.5,4,1.767155866,0.698970004,4.069026754,1.386294361,-0.036730758,3.831416246,0.178207739,-0.314671815,-0.992723189,-0.927999486,2.666666667
Nightmare Cay,2009,m,0,59,5.5,1.770852012,0.812913357,4.077537444,1.704748092,0.067755753,5.110235585,0.305498982,1.133204633,1.831236568,1.747354781,0
Nightmare Cay,2009,m,0,59,4.9,1.770852012,0.770852012,4.077537444,1.589235205,0.025694408,4.55275534,0.305498982,0.554054054,0.694443459,0.581078117,0
Nightmare Cay,2009,m,0,59,4.8,1.770852012,0.763427994,4.077537444,1.568615918,0.01827039,4.459841966,0.305498982,0.457528958,0.493794322,0.386698673,0
Nightmare Cay,2009,m,0,59,4.3,1.770852012,0.72427587,4.077537444,1.458615023,-0.020881734,3.995275094,0.305498982,-0.025096525,-0.564371189,-0.585198548,0
Nightmare Cay,2009,m,0,59,4.9,1.770852012,0.770852012,4.077537444,1.589235205,0.025694408,4.55275534,0.305498982,0.554054054,0.694443459,0.581078117,0
Nightmare Cay,2009,m,1,59,4.6,1.770852012,0.748188027,4.077537444,1.526056303,0.003030423,4.274015217,0.305498982,0.264478764,0.081903335,-0.002060216,2.666666667
Nightmare Cay,2009,m,1,59,4.2,1.770852012,0.716003344,4.077537444,1.435084525,-0.02915426,3.90236172,0.305498982,-0.121621622,-0.787952973,-0.779577992,2.666666667
Nightmare Cay,2009,m,1,59,3.9,1.770852012,0.69019608,4.077537444,1.360976553,-0.054961524,3.623621597,0.305498982,-0.411196911,-1.485446595,-1.362716324,2.666666667
Nightmare Cay,2009,m,1,59,4.6,1.770852012,0.748188027,4.077537444,1.526056303,0.003030423,4.274015217,0.305498982,0.264478764,0.081903335,-0.002060216,2.666666667
Nightmare Cay,2009,m,1,59,4.4,1.770852012,0.73239376,4.077537444,1.481604541,-0.012763844,4.088188468,0.305498982,0.071428571,-0.344968757,-0.390819104,2.666666667
Nightmare Cay,2009,m,0,60,5,1.77815125,0.77815125,4.094344562,1.609437912,0.014318044,4.374605149,0.560081466,0.650579151,0.386974168,0.208378972,0
Nightmare Cay,2009,m,0,60,4.7,1.77815125,0.755874856,4.094344562,1.547562509,-0.00795835,4.11212884,0.560081466,0.361003861,-0.215090541,-0.340734645,0
Nightmare Cay,2009,m,1,60,4.6,1.77815125,0.748188027,4.094344562,1.526056303,-0.015645179,4.024636737,0.560081466,0.264478764,-0.422842676,-0.523772518,2.666666667
Nightmare Cay,2009,m,1,60,4.5,1.77815125,0.740362689,4.094344562,1.504077397,-0.023470517,3.937144634,0.560081466,0.167953668,-0.634338297,-0.70681039,2.666666667
Nightmare Cay,2009,m,1,60,4.3,1.77815125,0.72427587,4.094344562,1.458615023,-0.039557337,3.762160428,0.560081466,-0.025096525,-1.069117216,-1.072886134,2.666666667
Nightmare Cay,2009,m,1,60,5,1.77815125,0.77815125,4.094344562,1.609437912,0.014318044,4.374605149,0.560081466,0.650579151,0.386974168,0.208378972,2.666666667
Nightmare Cay,2009,m,1,60,4.3,1.77815125,0.72427587,4.094344562,1.458615023,-0.039557337,3.762160428,0.560081466,-0.025096525,-1.069117216,-1.072886134,2.666666667
Nightmare Cay,2009,m,0,60.5,4.7,1.781755375,0.755874856,4.102643365,1.547562509,-0.017179749,3.99185503,0.687372709,0.361003861,-0.464317541,-0.592353494,0
Nightmare Cay,2009,m,0,60.5,4.1,1.781755375,0.707570176,4.102643365,1.410986974,-0.065484429,3.482256515,0.687372709,-0.218146718,-1.769849432,-1.658459173,0
Nightmare Cay,2009,m,0,60.5,4.7,1.781755375,0.755874856,4.102643365,1.547562509,-0.017179749,3.99185503,0.687372709,0.361003861,-0.464317541,-0.592353494,0
Nightmare Cay,2009,m,1,60.5,4.3,1.781755375,0.72427587,4.102643365,1.458615023,-0.048778735,3.652122687,0.687372709,-0.025096525,-1.318344189,-1.303090614,2.666666667
Nightmare Cay,2009,m,0,61,5.5,1.785329835,0.812913357,4.110873864,1.704748092,0.03071325,4.535798444,0.814663951,1.133204633,0.830087832,0.545603439,0
Nightmare Cay,2009,m,0,61,5.1,1.785329835,0.785329835,4.110873864,1.62924054,0.003129728,4.205922194,0.814663951,0.747104247,0.084587246,-0.14451424,0
Nightmare Cay,2009,m,0,61,5.6,1.785329835,0.819543936,4.110873864,1.722766598,0.037343829,4.618267507,0.814663951,1.22972973,1.009292668,0.718132859,0
Nightmare Cay,2009,m,1,61,5.8,1.785329835,0.832508913,4.110873864,1.757857918,0.050308806,4.783205632,0.814663951,1.422779923,1.359697454,1.063191698,2.666666667
Nightmare Cay,2009,m,0,61.5,5.5,1.788875116,0.812913357,4.119037175,1.704748092,0.021642406,4.405267432,0.941955193,1.133204633,0.584929892,0.272526008,0
Nightmare Cay,2009,m,0,62,4.7,1.792391689,0.755874856,4.127134385,1.547562509,-0.04439349,3.657031175,1.069246436,0.361003861,-1.199824054,-1.292821809,0
Nightmare Cay,2009,m,0,62,5.8,1.792391689,0.832508913,4.127134385,1.757857918,0.032240567,4.512932089,1.069246436,1.422779923,0.871366681,0.497765876,0
Nightmare Cay,2009,m,1,62,5.7,1.792391689,0.826074803,4.127134385,1.740466175,0.025806457,4.435122915,1.069246436,1.326254826,0.697471816,0.334985178,2.666666667
Nightmare Cay,2009,m,1,62,5.2,1.792391689,0.792391689,4.127134385,1.648658626,-0.007876656,4.046077045,1.069246436,0.843629344,-0.212882595,-0.478918315,2.666666667
Nightmare Cay,2009,m,1,62,5.3,1.792391689,0.799340549,4.127134385,1.667706821,-0.000927796,4.123886219,1.069246436,0.94015444,-0.025075568,-0.316137617,2.666666667
Nightmare Cay,2009,m,1,62,6.3,1.792391689,0.86332286,4.127134385,1.840549633,0.063054515,4.901977959,1.069246436,1.905405405,1.70417607,1.31166937,2.666666667
Nightmare Cay,2009,m,1,62,6.1,1.792391689,0.851258349,4.127134385,1.808288771,0.050990003,4.746359611,1.069246436,1.712355212,1.378108195,0.986107972,2.666666667
Nightmare Cay,2009,m,0,62.5,5.1,1.795880017,0.785329835,4.135166557,1.62924054,-0.023863636,3.855877536,1.196537678,0.747104247,-0.644963135,-0.876825239,0
Nightmare Cay,2009,m,0,63,5.2,1.799340549,0.792391689,4.143134726,1.648658626,-0.02565579,3.821009138,1.323828921,0.843629344,-0.69339973,-0.949771679,0
Nightmare Cay,2009,m,0,63,5.4,1.799340549,0.806179974,4.143134726,1.686398954,-0.011867506,3.967971028,1.323828921,1.036679537,-0.320743405,-0.642320026,0
Nightmare Cay,2009,m,1,63,5.8,1.799340549,0.832508913,4.143134726,1.757857918,0.014461433,4.261894807,1.323828921,1.422779923,0.390849535,-0.027416721,2.666666667
Nightmare Cay,2009,m,0,64,5.1,1.806179974,0.785329835,4.158883083,1.62924054,-0.050216781,3.542258794,1.578411405,0.747104247,-1.357210297,-1.532931393,0
Nightmare Cay,2009,m,0,64.5,6.6,1.809559715,0.880813592,4.166665224,1.887069649,0.036619678,4.458253039,1.705702648,2.194980695,0.989721027,0.383374559,0
Nightmare Cay,2009,m,0,65.5,7,1.8162413,0.903089987,4.182050143,1.945910149,0.041800779,4.47526532,1.960285132,2.581081081,1.129750776,0.418965105,0
Eleuthera,2007,m,0,41,1,1.612783857,0.301029996,3.713572067,0,-0.001215526,2.453989113,-2.485581001,-2.120150188,-0.043103763,-0.676771066,0
Eleuthera,2007,m,0,41,1.2,1.612783857,0.342422681,3.713572067,0.182321557,0.040177159,2.944786935,-2.485581001,-1.869837297,1.424721952,1.43873679,0
Eleuthera,2007,m,0,41,1.2,1.612783857,0.342422681,3.713572067,0.182321557,0.040177159,2.944786935,-2.485581001,-1.869837297,1.424721952,1.43873679,0
Eleuthera,2007,m,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.05317759,3.15238367,-2.273536896,-1.619524406,1.885730152,2.333550301,0
Eleuthera,2007,m,0,43,1.4,1.633468456,0.380211242,3.761200116,0.336472237,0.028972765,2.898388844,-2.061492791,-1.619524406,1.027403021,1.238745016,0
Eleuthera,2007,m,0,43,1.3,1.633468456,0.361727836,3.761200116,0.262364264,0.01048936,2.691361069,-2.061492791,-1.744680851,0.371963103,0.346383919,0
Eleuthera,2007,m,0,43,1.4,1.633468456,0.380211242,3.761200116,0.336472237,0.028972765,2.898388844,-2.061492791,-1.619524406,1.027403021,1.238745016,0
Eleuthera,2007,m,1,45,1.4,1.653212514,0.380211242,3.80666249,0.336472237,-0.017792452,2.464168273,-1.63740458,-1.619524406,-0.630937999,-0.632895374,2.06185567
Eleuthera,2007,m,1,45,1.4,1.653212514,0.380211242,3.80666249,0.336472237,-0.017792452,2.464168273,-1.63740458,-1.619524406,-0.630937999,-0.632895374,2.06185567
Eleuthera,2007,m,1,46,1.4,1.662757832,0.380211242,3.828641396,0.336472237,-0.040401221,2.278209071,-1.425360475,-1.619524406,-1.432667415,-1.43444366,2.06185567
Eleuthera,2007,m,0,47,1.8,1.672097858,0.447158031,3.850147602,0.587786665,0.004423047,2.712652435,-1.21331637,-1.118898623,0.156845639,0.438157049,0
Eleuthera,2007,m,0,47,1.6,1.672097858,0.414973348,3.850147602,0.470003629,-0.027761636,2.411246609,-1.21331637,-1.369211514,-0.98445519,-0.861005994,0
Eleuthera,2007,m,1,48,2,1.681241237,0.477121255,3.871201011,0.693147181,0.012729521,2.795823676,-1.001272265,-0.868585732,0.451401452,0.796653777,2.06185567
Eleuthera,2007,m,1,48,1.6,1.681241237,0.414973348,3.871201011,0.470003629,-0.049418386,2.236658941,-1.001272265,-1.369211514,-1.752425029,-1.613539047,2.06185567
Eleuthera,2007,m,1,48,2,1.681241237,0.477121255,3.871201011,0.693147181,0.012729521,2.795823676,-1.001272265,-0.868585732,0.451401452,0.796653777,2.06185567
Eleuthera,2007,m,0,48,1.6,1.681241237,0.414973348,3.871201011,0.470003629,-0.049418386,2.236658941,-1.001272265,-1.369211514,-1.752425029,-1.613539047,0
Eleuthera,2007,m,1,49,1.7,1.69019608,0.431363764,3.891820298,0.530628251,-0.054238156,2.20780095,-0.789228159,-1.244055069,-1.923338872,-1.737926941,2.06185567
Eleuthera,2007,m,0,49,2,1.69019608,0.477121255,3.891820298,0.693147181,-0.008480666,2.597412882,-0.789228159,-0.868585732,-0.300732824,-0.058565164,0
Eleuthera,2007,m,0,49,1.8,1.69019608,0.447158031,3.891820298,0.587786665,-0.038443889,2.337671594,-0.789228159,-1.118898623,-1.363258475,-1.178139682,0
Eleuthera,2007,m,0,49,1.8,1.69019608,0.447158031,3.891820298,0.587786665,-0.038443889,2.337671594,-0.789228159,-1.118898623,-1.363258475,-1.178139682,0
Eleuthera,2007,m,0,49,1.8,1.69019608,0.447158031,3.891820298,0.587786665,-0.038443889,2.337671594,-0.789228159,-1.118898623,-1.363258475,-1.178139682,0
